аванпост,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,,,,,,,,,,,
аварійний,0,0,0,0,,,,-2,"-0,40",ч,Adj,,,,,,,,,,,,,,,
аварійник ,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
аварійність,-1,-1,-1,0,,,,-2,"-1,00",ч,N,,,"""+",,,,,,,,,,,,
аварія,-2,-2,-2,-2,-2,-2,-2,-2,"-2,00",п,N,"""+",,,,,,,,,,,,,,
авдиторія,-1,1,1,1,,,,1,"0,60",ч,N,"""+",,,,,,,,,,,,аудиторія,,
авіабаза,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,"""+",авіаційна база,,,,,,,,,
авіакатастрофа,-2,-2,-2,-2,,,,-2,"-2,00",ч,N,"""+",,,,"""+",авіаційна катастрофа,,,,,,,,,
авіаквиток,2,2,1,0,,,,0,"1,00",ч,N,"""+",,,,"""+",авіаційний квиток,,,,,,,,,
авіакомпанія,0,0,2,2,1,0,1,0,"0,75",п,N,"""+",,,,"""+",авіаційна компанія,,,,,,,,,
авіаконструктор ,0,1,1,1,,,,0,"0,60",ч,N,"""+",,,,"""+",авіаційний конструктор,,,,,,,,,
авіалінія,0,2,1,0,,,,1,"0,80",ч,N,"""+",,,,"""+",авіаційна лінія,,,,,,,,,
авіаперевезення,1,2,1,0,,,,1,"1,00",ч,N,"""+",,,,"""+",авіаційне перевезення,,,,,,,,,
авіапереліт,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,"""+",авіаційний переліт,,,,,,,,,
авіапромисловість ,1,2,1,1,,,,1,"1,20",ч,N,,,"""+",,"""+",авіаційна промисловість,,,,,,,,,
авіарейс,1,2,1,0,,,,1,"1,00",ч,N,"""+",,,,"""+",авіаційний рейс,,,,,,,,,
авіасполучення,0,0,1,1,1,0,0,1,"0,50",п,N,"""+",,,,"""+",авіаційне сполучення,,,,,,,,,
авіатехніка,1,1,1,0,,,,1,"0,80",ч,N,,,"""+",,"""+",авіаційна техніка,,,,,,,,,
авіатроща,-2,-2,-2,-2,,,,-2,"-2,00",ч,N,,,"""+",,"""+",авіаційна троща,,,,,,,,,
авіаційний,1,1,1,0,,,,1,"0,80",ч,Adj,,,,,,,,,,,,,,,
авіація,0,0,0,1,,,,1,"0,40",ч,N,,,"""+",,,,,,,,,,,,
АВМ,0,0,0,1,,,,1,"0,40",ч,Abbr,,"""+",,,"""+",Асоціація виробників молока,,,,,,,,,
авокадо,0,2,1,0,,,,1,"0,80",ч,N,,"""+",,,,,,,,,,,,,
Авраам Лінкольн,2,1,1,1,2,1,1,0,"1,13",п,N,,,"""+",,,,,,,,,,,,
австралієць,0,0,2,1,1,0,0,1,"0,63",п,N,,,"""+",,,,,,,,,,,,власна вставка
австралійський,0,0,0,0,1,1,1,1,"0,50",п,Adj,,,,,,,,,,,,,,,
австралійці,0,0,2,1,1,0,0,1,"0,63",п,N,,,,"""+",,,,,,,,,,,власна вставка
Австралія,0,1,1,0,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
австрієць,0,0,-1,2,,,,0,"0,20",ч,N,,,"""+",,,,,,,,,,,,
австрійський,0,1,1,0,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
австрійці,0,0,1,2,0,0,0,1,"0,50",п,N,,,,"""+",,,,,,,,,,,власна вставка
Австрія,1,2,1,0,,,,1,"1,00",ч,N,,,"""+",,,,,,,,,,,,
автентичний,0,0,0,1,,,,2,"0,60",ч,Adj,,,,,,,,,,,,,,,
автентичність,1,2,0,0,,,,1,"0,80",ч,N,,,"""+",,,,,,,,,,,,
автівка,0,0,-1,0,0,0,2,1,"0,25",п,N,"""+",,,,,,,,,,,,,,
авто,1,0,2,1,1,1,1,2,"1,13",п,N,,"""+",,,,,,,,,,,,,
автоаварія,-2,-2,-2,-2,,,,-2,"-2,00",ч,N,"""+",,,,"""+",автомобільна аварія,,,,,,,,,
автобіографія,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
автобус,1,0,-1,0,0,0,1,1,"0,25",п,N,"""+",,,,,,,,,,,,,,
автобусний,0,0,0,0,,,,1,"0,20",ч,Adj,,,,,,,,,,,,,,,
автовиробник,1,1,0,1,,,,1,"0,80",ч,N,"""+",,,,"""+",автомобільний виробник,,,,,,,,,
автовласник,0,0,1,1,,,,1,"0,60",ч,N,"""+",,,,"""+",автомобільний власник,,,,,,,,,
автовокзал,0,0,1,0,,,,1,"0,40",ч,N,"""+",,,,"""+",автомобільний вокзал,,,,,,,,,
автограф,0,0,1,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
автозак,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,,,,,,,,,,,
автозаправка,1,1,1,1,,,,1,"1,00",ч,N,"""+",,,,"""+",автомобільна заправка,,,,,,,,,
автозаправний,0,0,1,0,,,,1,"0,40",ч,Adj,,,,,,,,,,,,,,,
автокрадій,-2,-2,-2,-2,,,,-2,"-2,00",ч,N,"""+",,,,"""+",автомобільний крадій,,,,,,,,,
автокран,0,1,1,0,,,,1,"0,60",ч,N,"""+",,,,"""+",автомобільний кран,,,,,,,,,
автомагістраль,0,1,0,1,,,,1,"0,60",ч,N,"""+",,,,"""+",автомобільна магістраль,,,,,,,,,
автомат,-1,-1,-1,0,,,,-2,"-1,00",ч,N,"""+",,,,,,,,,,,,,зброя,
автоматизація,0,1,0,1,,,,2,"0,80",ч,N,"""+",,,,,,,,,,,,,,
автоматизований,0,0,0,2,,,,2,"0,80",ч,Adj,,,,,,,,,,,,,,,
автоматизувати,0,0,1,0,,,,2,"0,60",ч,V,,,,,,,,,,,,,,,
автоматичний,1,0,0,1,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
автоматично,0,1,0,0,1,1,0,1,"0,50",п,Adv,,,,,,,,,,,,,,,
автомобілебудівний,2,2,1,1,,,,1,"1,40",ч,Adj,,,,,,,,,,,,,,,
автомобіль,2,0,2,2,1,1,0,0,"1,00",п,N,"""+",,,,,,,,,,,,,,
автомобільний,0,0,0,1,,,,0,"0,20",ч,Adj,,,,,,,,,,,,,,,
автономія,1,1,1,1,,,,2,"1,20",ч,N,"""+",,,,,,,,,,,,,,
автономний,1,0,1,0,1,0,0,2,"0,63",п,Adj,,,,,,,,,,,,,,,
автопарк,1,1,1,0,,,,1,"0,80",ч,N,"""+",,,,"""+",автомобільний парк,,,,,,,,,
автопатруль,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,"""+",автомобільний патруль,,,,,,,,,
автопригода,-1,-1,-1,0,,,,-1,"-0,80",ч,N,"""+",,,,"""+",автомобільна пригода,,,,,,,,,
автопробіг,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,"""+",автомобільний пробіг,,,,,,,,,
автор,1,0,1,1,1,1,0,0,"0,63",п,N,"""+",,,,,,,,,,,,,,
авторизувати ,1,1,0,0,,,,1,"0,60",ч,V,,,,,,,,,,,,,,,
авторитарний,0,1,1,0,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
авторитет,2,1,1,1,1,0,2,2,"1,25",п,N,"""+",,,,,,,,,,,,,,
авторитетний,2,0,1,1,,,,1,"1,00",ч,Adj,,,,,,,,,,,,,,,
авторство,0,1,1,0,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
авторський,1,1,1,2,1,1,1,2,"1,25",п,Adj,,,,,,,,,,,,,,,
автотранспорт,0,0,0,0,,,,1,"0,20",ч,N,,,"""+",,"""+",автомобільний транспорт,,,,,,,,,
автотранспортний,0,0,0,0,,,,1,"0,20",ч,Adj,,,,,,,,,,,,,,,
автофіксація,0,0,0,0,,,,1,"0,20",ч,N,,,"""+",,"""+",автомобільна фіксація,,,,,,,,,
автошлях,1,0,0,1,,,,1,"0,60",ч,N,"""+",,,,"""+",автомобільний шлях,,,,,,,,,
агама,1,1,0,0,,,,0,"0,40",ч,N,"""+",,,,,,,,,,,,,різновид ящірок,
агенство,0,0,0,1,1,0,0,1,"0,38",п,N,,,"""+",,,,,,,,,,,,
агент,1,0,0,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
агенція,0,2,1,0,0,0,0,1,"0,50",п,N,"""+",,,,,,,,,,,,,,
агітаційний,-1,-1,0,0,,,,-1,"-0,60",ч,Adj,,,,,,,,,,,,,,,
агітація,-1,-2,1,1,1,0,1,1,"0,25",п,N,,,"""+",,,,,,,,,,,,
агітувати,1,1,1,-1,,,,1,"0,60",ч,V,,,,,,,,,,,,,,,
агонія,-2,-2,-2,-1,,,,-2,"-1,80",ч,N,"""+",,,,,,,,,,,,,,
аграрій,1,0,0,0,0,1,0,2,"0,50",п,N,"""+",,,,,,,,,,,,,,
аграрний,0,0,1,0,,,,2,"0,60",ч,Adj,,,,,,,,,,,,,,,
агрегат,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,,,,,,,,,,,
агресивний,-2,-2,-2,-2,,,,-2,"-2,00",ч,Adj,,,,,,,,,,,,,,,
агресивність ,-2,-2,-2,-2,,,,-2,"-2,00",ч,N,,,"""+",,,,,,,,,,,,
агресія,-2,-2,-2,-2,-2,-2,-2,-2,"-2,00",п,N,"""+",,,,,,,,,,,,,,
агресор,-2,-2,-2,-2,-2,-2,-1,-2,"-1,88",п,N,"""+",,,,,,,,,,,,,,
агровиробник,0,1,0,0,,,,2,"0,60",ч,N,"""+",,,,"""+",аграрний виробник,,,,,,,,,
агроном ,0,1,0,0,,,,2,"0,60",ч,N,"""+",,,,,,,,,,,,,,
агрономічний,0,1,0,0,,,,2,"0,60",ч,Adj,,,,,,,,,,,,,,,
агропродукція,0,2,0,0,,,,2,"0,80",ч,N,,,"""+",,,,,,,,,,,,
агропромисловий,0,1,0,0,,,,2,"0,60",ч,Adj,,,,,,,,,,,,,,,
Агросфера,1,1,0,0,,,,2,"0,80",ч,N,"""+",,,,"""+",аграрна сфера,,,,,,,,українська агрокомпанія,
агротехніка,1,1,0,1,,,,2,"1,00",ч,N,,,"""+",,"""+",аграрна техніка,,,,,,,,,
агрофірма,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,"""+",аграрна фірма,,,,,,,,,
адаптація,0,0,0,1,1,0,0,1,"0,38",п,N,,,"""+",,,,,,,,,,,,
адаптивний,0,1,1,0,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
адаптивність,1,1,1,0,,,,2,"1,00",ч,N,,,"""+",,,,,,,,,,,,
адаптований,1,1,1,1,,,,1,"1,00",ч,P,,,,,,,,,,,,,,,
адаптувати,2,0,1,1,1,0,0,1,"0,75",п,V,,,,,,,,,,,,,,,
адвокат,2,-1,0,0,1,1,1,1,"0,63",п,N,"""+",,,,,,,,,,,,,,
адвокатка,1,1,1,0,,,,1,"0,80",ч,N,"""+",,,,,,,,,,,,,,фемінітив
адвокатський,1,1,1,0,,,,1,"0,80",ч,Adj,,,,,,,,,,,,,,,
адекватний,2,1,1,-1,2,1,1,2,"1,13",п,Adj,,,,,,,,,,,,,,,
адмінарешт,-1,-1,-1,-2,,,,-1,"-1,20",ч,N,,,"""+",,"""+",адміністративний арешт,,,,,,,,,
адмінбудівля,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,"""+",адміністративна будівля,,,,,,,,,
адмінвідповідальність,2,2,1,0,,,,2,"1,40",ч,N,,,"""+",,"""+",адміністративна відповідальність,,,,,,,,,
адміністративний,0,0,0,-1,1,1,1,0,"0,25",п,Adj,,,,,,,,,,,,,,,
адміністративно-територіальний,0,1,1,0,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
адміністрація,1,1,1,-1,0,2,-1,0,"0,38",п,N,"""+",,,,,,,,,,,,,,
адмінматеріал,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,"""+",адміністративний матеріал,,,,,,,,,
адмінпорушення,-1,-2,-1,0,,,,-1,"-1,00",ч,N,"""+",,,,"""+",адміністративне порушення,,,,,,,,,
адмінреформа,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,"""+",адміністративна реформа,,,,,,,,,
адмінсправа,0,0,0,0,,,,1,"0,20",ч,N,,,"""+",,"""+",адміністративна справа,,,,,,,,,
адмірал,0,1,0,1,,,,1,"0,60",ч,N,"""+",,,,,,,,,,,,,,
адреналін ,1,2,0,0,,,,1,"0,80",ч,N,,,"""+",,,,,,,,,,,,
адресний,0,0,0,0,,,,1,"0,20",ч,Adj,,,,,,,,,,,,,,,
адресувати,0,1,0,0,,,,1,"0,40",ч,V,,,,,,,,,,,,,,,
аеробний,0,1,0,0,,,,0,"0,20",ч,Adj,,,,,,,,,,,,,,,
аерозйомка,1,1,1,1,,,,1,"1,00",ч,N,"""+",,,,,,,,,,,,,,
аерозоль,0,0,0,0,,,,-1,"-0,20",ч,N,"""+",,,,,,,,,,,,,,
аероплан,0,1,1,0,,,,1,"0,60",ч,N,"""+",,,,,,,,,,,,,,
аеропорт,1,2,1,0,0,2,-1,1,"0,75",п,N,"""+",,,,,,,,,,,,,,
аероторія,1,1,0,0,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
аерофлот,1,0,1,0,,,,1,"0,60",ч,N,"""+",,,,,,,,,,,,,,
АЕС,1,2,1,0,,,,1,"1,00",ч,Abbr,,"""+",,,"""+",атомна електростанція,,,,,,,,,
ажурний,1,2,1,0,,,,1,"1,00",ч,Adj,,,,,,,,,,,,,,,
азарт,0,1,0,0,,,,-2,"-0,20",ч,N,"""+",,,,,,,,,,,,,,
азартний,0,1,0,0,,,,-2,"-0,20",ч,Adj,,,,,,,,,,,,,,,
Азербайджан,0,1,0,0,,,,1,"0,40",ч,N,,,"""+",,,,,,,,,,,,
азербайджанець,0,1,-1,-1,-1,0,0,1,"-0,13",п,N,,,"""+",,,,,,,,,,,,власна вставка
азербайджанський,0,0,0,0,,,,1,"0,20",ч,Adj,,,,,,,,,,,,,,,
азербайджанці,0,1,0,0,,,,1,"0,40",ч,N,,,,"""+",,,,,,,,,,,
Азія,0,-1,-1,1,0,0,0,-1,"-0,25",п,N,,,"""+",,,,,,,,,,,,
азовський,0,1,0,1,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
азот ,0,2,0,0,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
АЗС,0,0,0,1,,,,1,"0,40",ч,Abbr,,"""+",,,"""+",автомобільна заправна станція,,,,,,,,,
айва,1,1,0,1,,,,0,"0,60",ч,N,"""+",,,,,,,,,,,,,,
айсберг ,1,2,0,0,,,,1,"0,80",ч,N,"""+",,,,,,,,,,,,,,
айфон,0,2,-1,2,,,,1,"0,80",ч,N,"""+",,,,,,"""+",,,,,,,,
академік,2,1,1,1,,,,1,"1,20",ч,N,"""+",,,,,,,,,,,,,,
академіст,1,2,1,0,,,,1,"1,00",ч,N,"""+",,,,,,,,,,,,,,
академічний,0,0,1,1,1,0,1,1,"0,63",п,Adj,,,,,,,,,,,,,,,
академія,0,0,1,1,2,2,1,2,"1,13",п,N,"""+",,,,,,,,,,,,,,
Академмістечко,0,0,0,1,,,,0,"0,20",ч,N,"""+",,,,"""+",Академічне містечко,,,,,,,,назва станції метро у Києві,
акація,0,0,0,1,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
акваланг,0,1,0,1,,,,1,"0,60",ч,N,"""+",,,,,,,,,,,,,,
аквалангіст ,0,0,0,1,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
аквамариновий,0,1,0,0,,,,1,"0,40",ч,Adj,,,,,,,,,,,,,,,
акварель,0,2,0,0,,,,0,"0,40",ч,N,"""+",,,,,,,,,,,,,,
акварельний,0,1,0,1,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
акваторія,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,,,,,,,,,,,
аккаунт,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,,,"""+",,,,,,акаунт,,
акліматизуватися ,0,1,0,0,,,,1,"0,40",ч,V,,,,,,,,,,,,,,,
акне,-2,-2,-2,0,,,,-1,"-1,40",ч,N,,"""+",,,,,"""+",,,,,,,,
акомпанемент,0,1,0,0,,,,0,"0,20",ч,N,,,"""+",,,,,,,,,,,,
акорд,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
акордеон,0,0,0,1,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
акредитація,0,2,0,0,,,,1,"0,60",ч,N,"""+",,,,,,,,,,,,,,
акредитований,0,0,0,1,,,,1,"0,40",ч,Adj,,,,,,,,,,,,,,,
акробатика ,0,0,0,1,,,,1,"0,40",ч,N,,,"""+",,,,,,,,,,,,
акронім,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,,,,,,,,,,"скорочення, абревіатура",
Акрополь,0,0,0,0,,,,1,"0,20",ч,N,,,"""+",,,,,,,,,,,,
аксесуар,1,2,1,2,1,1,0,0,"1,00",п,N,"""+",,,,,,,,,,,,,,
акт,-1,0,-1,0,0,0,0,1,"-0,13",п,N,"""+",,,,,,,,,,,,,"писаний указ, грамота, постанова державного, суспільного значення",
актив,1,2,1,1,1,0,2,1,"1,13",п,N,"""+",,,,,,,,,,,,,,
активізація,0,1,1,1,1,0,1,2,"0,88",п,N,,,"""+",,,,,,,,,,,,
активізувати,1,1,1,1,1,1,0,2,"1,00",п,V,,,,,,,,,,,,,,,
активіст,0,1,1,1,1,1,0,2,"0,88",п,N,"""+",,,,,,,,,,,,,,
активний,1,1,1,1,2,2,2,1,"1,38",п,Adj,,,,,,,,,,,,,,,
активність,1,1,1,1,1,2,2,2,"1,38",п,N,,,"""+",,,,,,,,,,,,
активно,2,1,1,1,1,1,1,1,"1,13",п,Adv,,,,,,,,,,,,,,,
активувати,0,0,1,1,,,,1,"0,60",ч,V,,,,,,,,,,,,,,,
актор,1,1,1,1,1,1,0,1,"0,88",п,N,"""+",,,,,,,,,,,,,,
акторка,1,0,1,0,,,,1,"0,60",ч,N,"""+",,,,,,,,,,,,,,фемінітив
актуальний,2,2,2,1,1,1,2,2,"1,63",п,Adj,,,,,,,,,,,,,,,
актуальність,1,1,1,1,,,,2,"1,20",ч,N,,,"""+",,,,,,,,,,,,
актуально,2,1,1,1,,,,2,"1,40",ч,Adv,,,,,,,,,,,,,,,
акула,-1,-1,0,-1,,,,-2,"-1,00",ч,N,"""+",,,,,,,,,,,,,,
акумулятор,0,0,0,1,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
акуратний,1,2,1,1,,,,2,"1,40",ч,Adj,,,,,,,,,,,,,,,
акуратність ,1,2,1,1,,,,2,"1,40",ч,N,,,"""+",,,,,,,,,,,,
акушер,2,-2,1,0,,,,2,"0,60",ч,N,"""+",,,,,,,,,,,,,,
акцент,1,2,0,1,0,1,1,1,"0,88",п,N,"""+",,,,,,,,,,,,,,
акцентування,1,1,0,0,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
акцентувати,0,0,0,2,0,1,1,2,"0,75",п,V,,,,,,,,,,,,,,,
акциз,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
акцизний,0,1,0,-1,,,,1,"0,20",ч,Adj,,,,,,,,,,,,,,,
акційний,2,2,1,1,,,,2,"1,60",ч,Adj,,,,,,,,,,,,,,,
акціонер,1,2,1,0,,,,1,"1,00",ч,N,"""+",,,,,,,,,,,,,,
акціонерний,0,1,1,0,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
акція,1,1,2,2,1,2,1,2,"1,50",п,N,"""+",,,,,,,,,,,,,,
албанець,0,1,0,0,0,0,0,1,"0,25",п,N,,,"""+",,,,,,,,,,,,власна вставка
Албанія,0,1,0,0,,,,1,"0,40",ч,N,,,"""+",,,,,,,,,,,,
албанський,0,1,0,0,0,0,0,1,"0,25",п,Adj,,,,,,,,,,,,,,,власна вставка
албанці,0,1,0,0,0,0,0,1,"0,25",п,N,,,,"""+",,,,,,,,,,,власна вставка
алгоритм,0,0,0,0,1,1,1,1,"0,50",п,N,"""+",,,,,,,,,,,,,,
алґоритмічність,0,1,0,1,,,,0,"0,40",ч,N,,,"""+",,,,,,,,,,,,
алегорія,1,1,1,0,,,,-1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
алерген,-1,0,-1,-1,,,,-2,"-1,00",ч,N,"""+",,,,,,,,,,,,,,
алергічний,-2,-2,-1,0,,,,-2,"-1,40",ч,Adj,,,,,,,,,,,,,,,
алергія,-2,-1,-2,-2,-2,-1,-2,-2,"-1,75",п,N,"""+",,,,,,,,,,,,,,
алея,1,1,0,0,,,,1,"0,60",ч,N,"""+",,,,,,,,,,,,,,
Алея Героїв Крут,2,2,2,1,,,,0,"1,40",ч,N,,,"""+",,,,,,,,,,,вулиця в Печерському районі міста Києва ,
Алжир,0,0,0,0,,,,1,"0,20",ч,N,,,"""+",,,,,,,,,,,,
алжирець,0,0,0,0,0,0,0,1,"0,13",п,N,,,"""+",,,,,,,,,,,,власна вставка
алжирський,0,0,0,0,0,0,0,1,"0,13",п,Adj,,,,,,,,,,,,,,,власна вставка
алжирці,0,0,0,0,0,0,0,1,"0,13",п,N,,,,"""+",,,,,,,,,,,власна вставка
алібі,0,0,1,1,,,,1,"0,60",ч,N,,"""+",,,,,,,,,,,,,юридичний термін
алкоголізм,-2,-2,-2,-2,,,,-2,"-2,00",ч,N,,,"""+",,,,,,,,,,,,
алкоголік,-2,-2,-2,-2,,,,-2,"-2,00",ч,N,"""+",,,,,,,,,,,,,,
алкоголь,-1,-2,-1,-1,-1,-1,-1,-2,"-1,25",п,N,,,"""+",,,,,,,,,,,,
алкогольний,-1,0,0,-1,-1,-2,-2,-2,"-1,13",п,Adj,,,,,,,,,,,,,,,
алкозалежність,-2,-2,-2,-2,,,,-2,"-2,00",ч,N,,,"""+",,"""+",алкогольна залежність,,,,,,,,,
алмаз,1,1,2,1,,,,1,"1,20",ч,N,"""+",,,,,,,,,,,,,,
Алушта,0,1,0,1,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
алфавіт,0,0,1,1,,,,0,"0,40",ч,N,"""+",,,,,,,,,,,,,,
Алчевськ,0,-1,0,0,0,0,0,0,"-0,13",п,N,,,"""+",,,,,,,,,,,,власна вставка
альбом,0,0,0,0,0,0,1,1,"0,25",п,N,"""+",,,,,,,,,,,,,,
Альпи,0,1,0,1,,,,1,"0,60",ч,N,,,,"""+",,,,,,,,,,,
альпійський,0,1,0,1,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
альпінізм,0,1,1,1,,,,1,"0,80",ч,N,,,"""+",,,,,,,,,,,,
альпініст,0,1,1,1,,,,1,"0,80",ч,N,"""+",,,,,,,,,,,,,,
альтернатива,1,1,1,2,1,1,1,2,"1,25",п,N,"""+",,,,,,,,,,,,,,
альтернативний,1,1,0,1,0,1,1,2,"0,88",п,Adj,,,,,,,,,,,,,,,
альтруїзм,0,0,0,0,,,,2,"0,40",ч,N,,,"""+",,,,,,,,,,,,
альфа,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,,,,,,,,,,,
альянс,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
алюмінієвий,0,0,0,1,,,,1,"0,40",ч,Adj,,,,,,,,,,,,,,,
алюміній,0,0,0,2,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
Аляска,0,2,0,1,,,,1,"0,80",ч,N,,,"""+",,,,,,,,,,,,
амбасадор,2,2,1,2,,,,1,"1,60",ч,N,"""+",,,,,,"""+",,,,,,,,
амбітний,1,2,2,2,1,0,0,2,"1,25",п,Adj,,,,,,,,,,,,,,,
амбіційний,2,2,1,0,,,,2,"1,40",ч,Adj,,,,,,,,,,,,,,,
амбіція,0,2,2,2,1,1,1,2,"1,38",п,N,"""+",,,,,,,,,,,,,,
амброзія ,2,-2,-1,0,,,,0,"-0,20",ч,N,,,"""+",,,,,,,,,,,,
амбулаторія,0,1,0,0,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
амбулаторний,0,1,0,-2,,,,0,"-0,20",ч,Adj,,,,,,,,,,,,,,,
амбулаторно,0,0,0,1,,,,0,"0,20",ч,Adv,,,,,,,,,,,,,,,
Америка,2,-1,2,1,2,0,1,1,"1,00",п,N,"""+",,,,,,,,,,,,,,
американець,1,0,2,1,1,0,1,1,"0,88",п,N,,,"""+",,,,,,,,,,,,
американський,2,1,1,1,1,1,2,1,"1,25",п,Adj,,,,,,,,,,,,,,,
американці,0,1,-1,1,2,1,0,2,"0,75",п,N,,,,"""+",,,,,,,,,,,власна вставка
аміак,0,0,0,0,,,,-1,"-0,20",ч,N,,,"""+",,,,,,,,,,,,
амінокислота ,0,0,0,0,,,,-1,"-0,20",ч,N,"""+",,,,,,,,,,,,,,
амінь,0,1,0,0,,,,1,"0,40",ч,N,,"""+",,,,,,,,,,,,,
Амман,0,0,0,0,0,0,0,1,"0,13",п,N,,,"""+",,,,,,,,,,,,власна вставка
амнезія ,-2,-1,-2,-2,,,,-2,"-1,80",ч,N,"""+",,,,,,,,,,,,,,
амністія,-1,-1,0,0,0,0,1,-1,"-0,25",п,N,"""+",,,,,,,,,,,,,,
амністований,0,0,0,1,,,,1,"0,40",ч,Adj,,,,,,,,,,,,,,,
